# This is finesse result simulated at 2020-10-06 15:31:27.008841 
# x pd0_AS pd0_REFL 
-127.08 0.889427875498245 0.104577251968777
-126.72 0.883217996702874 0.110787130764148
-126.36 0.876764175961528 0.117240951505494
-126.0 0.87007048964569 0.123934637821332
-125.64 0.863141165631084 0.130863961835938
-125.28 0.855980580627254 0.138024546839768
-124.92 0.848593257413144 0.145411870053878
-124.56 0.840983861980407 0.153021265486614
-124.2 0.833157200586275 0.160847926880747
-123.84 0.825118216717816 0.168886910749206
-123.48 0.816871987969524 0.177133139497499
-123.12 0.808423722836199 0.185581404630823
-122.76 0.799778757423159 0.194226370043863
-122.4 0.79094255207583 0.203062575391192
-122.04 0.78192068793088 0.212084439536142
-121.68 0.772718863391057 0.221286264075964
-121.32 0.763342890525949 0.230662236941073
-120.96 0.753798691400961 0.240206436066061
-120.6 0.744092294336807 0.249912833130214
-120.24 0.734229830101901 0.25977529736512
-119.88 0.724217528040025 0.269787599426997
-119.52 0.714061712135745 0.279943415331277
-119.16 0.703768797020044 0.290236330446978
-118.8 0.693345283918713 0.300659843548309
-118.44 0.682797756546022 0.311207370921
-118.08 0.672132876946319 0.321872250520703
-117.72 0.661357381286133 0.332647746180889
-117.36 0.650478075599469 0.343527051867552
-117.0 0.639501831488968 0.354503295978053
-116.64 0.628435581785661 0.36556954568136
-116.28 0.61728631617004 0.376718811296982
-115.92 0.606061076757226 0.387944050709796
-115.56 0.59476695364902 0.399238173818002
-115.2 0.583411080455642 0.410594047011379
-114.84 0.572000629789993 0.422004497677029
-114.48 0.560542808737271 0.433462318729751
-114.12 0.549044854302828 0.444960273164193
-113.76 0.537514028841124 0.456491098625898
-113.4 0.525957615468662 0.46804751199836
-113.04 0.514382913463818 0.479622214003204
-112.68 0.502797233656463 0.491207893810559
-112.32 0.491207893810283 0.502797233656739
-111.96 0.479622214000724 0.514382913466298
-111.6 0.468047511991475 0.525957615475547
-111.24 0.45649109861241 0.537514028854611
-110.88 0.444960273141917 0.549044854325105
-110.52 0.433462318696509 0.560542808770512
-110.16 0.422004497630658 0.572000629836363
-109.8 0.410594046949735 0.583411080517287
-109.44 0.399238173738957 0.594766953728065
-109.08 0.387944050611245 0.606061076855777
-108.72 0.376718811176846 0.617286316290176
-108.36 0.365569545537587 0.628435581929435
-108.0 0.35450329580862 0.639501831658402
-107.64 0.34352705167047 0.650478075796552
-107.28 0.332647745954201 0.66135738151282
-106.92 0.321872250262496 0.672132877204526
-106.56 0.311207370629396 0.682797756837625
-106.2 0.300659843221475 0.693345284245547
-105.84 0.290236330083124 0.703768797383898
-105.48 0.279943414928664 0.714061712538357
-105.12 0.269787598983933 0.724217528483089
-104.76 0.259775296879968 0.734229830587054
-104.4 0.249912832601389 0.744092294865633
-104.04 0.240206435492035 0.753798691974986
-103.68 0.230662236320377 0.763342891146644
-103.32 0.221286263407192 0.772718864059829
-102.96 0.212084438817948 0.781920688649073
-102.6 0.203062574622298 0.790942552844723
-102.24 0.194226369223054 0.799778758243967
-101.88 0.185581403756955 0.808423723710066
-101.52 0.177133138569499 0.816871988897523
-101.16 0.168886909766071 0.82511821770095
-100.8 0.16084792584155 0.833157201625473
-100.44 0.153021264390502 0.84098386307652
-100.08 0.145411868900074 0.848593258566947
-99.72 0.138024545627575 0.855980581839447
-99.36 0.130863960564738 0.863141166902283
-99.0 0.123934636490588 0.870070490976434
-98.64 0.11724095011475 0.876764177352272
-98.28 0.110787129313032 0.88321799815399
-97.92 0.104577250457001 0.889427877010021
-97.56 0.098615235839265 0.895389891627757
-97.2 0.092904851196067 0.901100276270955
-96.84 0.0874497033287647 0.906555424138257
-96.48 0.0822532378256979 0.911751889641324
-96.12 0.0773187368858804 0.916686390581141
-95.76 0.0726493172458948 0.921355810221127
-95.4 0.0682479282112922 0.925757199255729
-95.04 0.0641173497937492 0.929887777673272
-94.68 0.0602601909551526 0.933744936511869
-94.32 0.056678887959723 0.937326239507299
-93.96 0.0533757028352183 0.940629424631804
-93.6 0.0503527219441881 0.943652405522834
-93.24 0.0476118546661824 0.946393272800839
-92.88 0.0451548321917474 0.948850295275274
-92.52 0.0429832064289673 0.951021921038054
-92.16 0.0410983490232461 0.952906778443775
-91.8 0.039501450490948 0.954503676976074
-91.44 0.0381935194674399 0.955811607999582
-91.08 0.0371753820700175 0.956829745397004
-90.72 0.0364476813761107 0.957557446090911
-90.36 0.0360108770171024 0.957994250449919
-90.0 0.0358652448880158 0.958139882579006
-89.64 0.0360108769732526 0.957994250493769
-89.28 0.0364476812884941 0.957557446178528
-88.92 0.0371753819388003 0.956829745528221
-88.56 0.038193519292871 0.955811608174151
-88.2 0.0395014502733589 0.954503677193663
-87.84 0.0410983487630506 0.952906778703971
-87.48 0.0429832061266607 0.951021921340361
-87.12 0.0451548318479069 0.948850295619115
-86.76 0.0476118542814652 0.946393273185556
-86.4 0.0503527215193315 0.94365240594769
-86.04 0.0533757023710392 0.940629425095983
-85.68 0.0566788874571162 0.937326240009905
-85.32 0.0602601904150906 0.933744937051931
-84.96 0.0641173492172803 0.929887778249741
-84.6 0.0682479275995404 0.925757199867481
-84.24 0.0726493166000583 0.921355810866963
-83.88 0.07731873620723 0.916686391259792
-83.52 0.0822532371155752 0.911751890351447
-83.16 0.0874497025885828 0.906555424878439
-82.8 0.0929048504273059 0.901100277039716
-82.44 0.0986152350434725 0.895389892423549
-82.08 0.10457724963579 0.889427877831232
-81.72 0.110787128468079 0.883217998998943
-81.36 0.117240949247794 0.876764178219228
-81.0 0.123934635603426 0.870070491863596
-80.64 0.130863959659227 0.863141167807795
-80.28 0.138024544705626 0.855980582761395
-79.92 0.145411867963655 0.848593259503366
-79.56 0.15302126344163 0.840983864025392
-79.2 0.160847924882292 0.833157202584729
-78.84 0.168886908798543 0.825118218668479
-78.48 0.17713313759586 0.816871989871162
-78.12 0.18558140277941 0.808423724687612
-77.76 0.194226368243845 0.799778759223177
-77.4 0.203062573643706 0.790942553823316
-77.04 0.21208443784229 0.781920689624731
-76.68 0.221286262436818 0.772718865030203
-76.32 0.230662235357667 0.763342892109355
-75.96 0.240206434539397 0.753798692927625
-75.6 0.249912831661254 0.744092295805767
-75.24 0.259775295954793 0.734229831512228
-74.88 0.269787598076194 0.724217529390828
-74.52 0.279943414040851 0.714061713426171
-74.16 0.290236329217742 0.703768798249279
-73.8 0.300659842381043 0.693345285085979
-73.44 0.31120736981644 0.682797757650582
-73.08 0.321872249479546 0.672132877987476
-72.72 0.332647745203792 0.66135738226323
-72.36 0.343527050955134 0.650478076511888
-72.0 0.354503295130889 0.639501832336133
-71.64 0.365569544899985 0.628435582567037
-71.28 0.376718810581889 0.617286316885132
-70.92 0.387944050061438 0.606061077405584
-70.56 0.399238173236788 0.594766954230233
-70.2 0.410594046497677 0.583411080969345
-69.84 0.422004497231162 0.57200063023586
-69.48 0.433462318352001 0.560542809115021
-69.12 0.4449602728548 0.549044854612222
-68.76 0.456491098385055 0.537514029081967
-68.4 0.468047511826221 0.525957615640801
-68.04 0.479622213899877 0.514382913567145
-67.68 0.491207893776109 0.502797233690913
-67.32 0.502797233691188 0.491207893775833
-66.96 0.514382913569625 0.479622213897397
-66.6 0.525957615647686 0.468047511819336
-66.24 0.537514029095454 0.456491098371568
-65.88 0.549044854634498 0.444960272832523
-65.52 0.560542809148262 0.43346231831876
-65.16 0.57200063028223 0.422004497184792
-64.8 0.583411081030989 0.410594046436033
-64.44 0.594766954309278 0.399238173157744
-64.08 0.606061077504134 0.387944049962887
-63.72 0.617286317005268 0.376718810461754
-63.36 0.628435582710809 0.365569544756212
-63.0 0.639501832505566 0.354503294961456
-62.64 0.65047807670897 0.343527050758052
-62.28 0.661357382489916 0.332647744977105
-61.92 0.672132878245683 0.321872249221339
-61.56 0.682797757942186 0.311207369524836
-61.2 0.693345285412813 0.300659842054209
-60.84 0.703768798613132 0.29023632885389
-60.48 0.714061713828783 0.279943413638239
-60.12 0.724217529833891 0.269787597633131
-59.76 0.73422983199738 0.259775295469642
-59.4 0.744092296334592 0.24991283113243
-59.04 0.75379869350165 0.240206433965372
-58.68 0.763342892730048 0.230662234736973
-58.32 0.772718865698974 0.221286261768048
-57.96 0.781920690342923 0.212084437124098
-57.6 0.790942554592209 0.203062572874813
-57.24 0.799778760043984 0.194226367423038
-56.88 0.808423725561478 0.185581401905544
-56.52 0.816871990799159 0.177133136667863
-56.16 0.825118219651611 0.168886907815411
-55.8 0.833157203623925 0.160847923843097
-55.44 0.840983865121502 0.15302126234552
-55.08 0.848593260657168 0.145411866809854
-54.72 0.855980583973586 0.138024543493436
-54.36 0.863141169078992 0.13086395838803
-54.0 0.870070493194338 0.123934634272684
-53.64 0.87676417960997 0.117240947857052
-53.28 0.883218000450056 0.110787127016965
-52.92 0.889427879343005 0.104577248124017
-52.56 0.895389893996185 0.0986152334708365
-52.2 0.901100278673332 0.09290484879369
-51.84 0.906555426573065 0.0874497008939568
-51.48 0.911751892107025 0.0822532353599969
-51.12 0.916686393076178 0.0773187343908436
-50.76 0.921355812743924 0.0726493147230979
-50.4 0.925757201804693 0.0682479256623291
-50.04 0.929887780246792 0.0641173472202295
-49.68 0.933744939108319 0.0602601883587022
-49.32 0.93732624212504 0.0566788853419815
-48.96 0.940629427269182 0.0533757001978393
-48.6 0.943652408178185 0.0503527192888373
-48.24 0.946393275472485 0.0476118519945372
-47.88 0.948850297961527 0.0451548295054951
-47.52 0.951021923737217 0.0429832037298047
-47.16 0.952906781154144 0.041098346312878
-46.8 0.954503679695936 0.0395014477710863
-46.44 0.955811610727219 0.0381935167398026
-46.08 0.956829748130694 0.0371753793363274
-45.72 0.957557448828927 0.0364476786380943
-45.36 0.957994253190532 0.0360108742764893
-45.0 0.958139885320485 0.0358652421465369
-44.64 0.957994253234382 0.0360108742326395
-44.28 0.957557448916544 0.0364476785504779
-43.92 0.956829748261911 0.0371753792051103
-43.56 0.955811610901788 0.0381935165652339
-43.2 0.954503679913524 0.0395014475534975
-42.84 0.952906781414339 0.041098346052683
-42.48 0.951021924039523 0.0429832034274986
-42.12 0.948850298305366 0.0451548291616552
-41.76 0.946393275857201 0.0476118516098208
-41.4 0.94365240860304 0.0503527188639816
-41.04 0.940629427733361 0.0533756997336612
-40.68 0.937326242627646 0.0566788848393757
-40.32 0.93374493964838 0.0602601878186411
-39.96 0.92988778082326 0.0641173466437618
-39.6 0.925757202416443 0.0682479250505786
-39.24 0.921355813389759 0.0726493140772627
-38.88 0.916686393754827 0.0773187337121944
-38.52 0.911751892817146 0.0822532346498753
-38.16 0.906555427313246 0.0874497001537761
-37.8 0.901100279442092 0.0929048480249303
-37.44 0.895389894791976 0.0986152326750454
-37.08 0.889427880164215 0.104577247302807
-36.72 0.883218001295007 0.110787126172014
-36.36 0.876764180476925 0.117240946990097
-36.0 0.870070494081499 0.123934633385524
-35.64 0.863141169984502 0.130863957482519
-35.28 0.855980584895532 0.138024542571489
-34.92 0.848593261593586 0.145411865873436
-34.56 0.840983866070373 0.153021261396649
-34.2 0.833157204583182 0.16084792288384
-33.84 0.825118220619138 0.168886906847884
-33.48 0.816871991772797 0.177133135694225
-33.12 0.808423726539022 0.185581400928
-32.76 0.799778761023193 0.194226366443829
-32.4 0.7909425555708 0.203062571896222
-32.04 0.781920691318579 0.212084436148442
-31.68 0.772718866669346 0.221286260797675
-31.32 0.763342893692757 0.230662233774265
-30.96 0.753798694454287 0.240206433012735
-30.6 0.744092297274724 0.249912830192298
-30.24 0.734229832922552 0.259775294544469
-29.88 0.724217530741629 0.269787596725393
-29.52 0.714061714716595 0.279943412750427
-29.16 0.703768799478511 0.290236327988511
-28.8 0.693345286253243 0.300659841213779
-28.44 0.682797758755141 0.311207368711881
-28.08 0.672132879028632 0.32187224843839
-27.72 0.661357383240325 0.332647744226697
-27.36 0.650478077424306 0.343527050042716
-27.0 0.639501833183296 0.354503294283726
-26.64 0.628435583348411 0.365569544118611
-26.28 0.617286317600223 0.376718809866799
-25.92 0.606061078053941 0.387944049413081
-25.56 0.594766954811446 0.399238172655576
-25.2 0.583411081483047 0.410594045983975
-24.84 0.572000630681726 0.422004496785296
-24.48 0.560542809492769 0.433462317974252
-24.12 0.549044854921615 0.444960272545407
-23.76 0.537514029322809 0.456491098144213
-23.4 0.52595761581294 0.468047511654082
-23.04 0.514382913670471 0.479622213796551
-22.68 0.502797233725362 0.491207893741659
-22.32 0.491207893741384 0.502797233725638
-21.96 0.47962221379407 0.514382913672951
-21.6 0.468047511647196 0.525957615819825
-21.24 0.456491098130726 0.537514029336296
-20.88 0.44496027252313 0.549044854943892
-20.52 0.433462317941011 0.560542809526011
-20.16 0.422004496738926 0.572000630728096
-19.8 0.410594045922331 0.58341108154469
-19.44 0.399238172576531 0.594766954890491
-19.08 0.387944049314532 0.60606107815249
-18.72 0.376718809746663 0.617286317720359
-18.36 0.365569543974839 0.628435583492183
-18.0 0.354503294114293 0.639501833352728
-17.64 0.343527049845636 0.650478077621386
-17.28 0.332647744000011 0.66135738346701
-16.92 0.321872248180184 0.672132879286838
-16.56 0.311207368420278 0.682797759046744
-16.2 0.300659840886946 0.693345286580076
-15.84 0.290236327624658 0.703768799842363
-15.48 0.279943412347816 0.714061715119206
-15.12 0.269787596282331 0.724217531184691
-14.76 0.259775294059319 0.734229833407703
-14.4 0.249912829663474 0.744092297803548
-14.04 0.24020643243871 0.753798695028312
-13.68 0.230662233153572 0.76334289431345
-13.32 0.221286260128906 0.772718867338116
-12.96 0.212084435430252 0.78192069203677
-12.6 0.20306257112733 0.790942556339692
-12.24 0.194226365623024 0.799778761843998
-11.88 0.185581400054136 0.808423727412886
-11.52 0.177133134766229 0.816871992700793
-11.16 0.168886905864753 0.825118221602268
-10.8 0.160847921844647 0.833157205622374
-10.44 0.15302126030054 0.840983867166481
-10.08 0.145411864719637 0.848593262747385
-9.72 0.138024541359301 0.855980586107721
-9.36000000000001 0.130863956211325 0.863141171255697
-9.0 0.123934632054784 0.870070495412238
-8.64000000000001 0.117240945599359 0.876764181867663
-8.28 0.110787124720903 0.883218002746118
-7.92000000000002 0.104577245791037 0.889427881675985
-7.56 0.0986152311024122 0.89538989636461
-7.20000000000002 0.0929048463913177 0.901100281075704
-6.84 0.0874496984591532 0.906555429007868
-6.48000000000002 0.0822532328943001 0.911751894572722
-6.12 0.0773187318958111 0.916686395571211
-5.76000000000002 0.072649312200306 0.921355815266716
-5.40000000000001 0.0682479231133704 0.925757204353651
-5.04000000000002 0.0641173446467148 0.929887782820307
-4.68000000000001 0.0602601857622563 0.933744941704765
-4.31999999999999 0.0566788827242448 0.937326244742777
-3.96000000000001 0.0533756975604651 0.940629429906557
-3.59999999999999 0.0503527166334913 0.94365241083353
-3.24000000000001 0.0476118493228969 0.946393278144125
-2.88 0.0451548268192477 0.948850300647774
-2.52000000000001 0.0429832010306469 0.951021926436375
-2.16 0.0410983436025147 0.952906783864507
-1.80000000000001 0.0395014450512294 0.954503682415792
-1.44 0.0381935140121701 0.955811613454852
-1.08000000000001 0.0371753766026421 0.95682975086438
-0.719999999999999 0.0364476759000829 0.957557451566939
-0.360000000000014 0.0360108715358811 0.957994255931141
0.0 0.0358652394050629 0.958139888061959
0.359999999999985 0.0360108714920313 0.957994255974991
0.719999999999999 0.0364476758124666 0.957557451654555
1.07999999999998 0.0371753764714252 0.956829750995597
1.44 0.0381935138376018 0.95581161362942
1.79999999999998 0.039501444833641 0.95450368263338
2.16 0.0410983433423201 0.952906784124701
2.51999999999998 0.0429832007283414 0.95102192673868
2.88 0.0451548264754084 0.948850300991613
3.23999999999998 0.0476118489381808 0.946393278528841
3.59999999999999 0.0503527162086364 0.943652411258385
3.95999999999998 0.0533756970962875 0.940629430370734
4.31999999999999 0.0566788822216398 0.937326245245382
4.68000000000001 0.0602601852221961 0.933744942244825
5.03999999999999 0.0641173440702478 0.929887783396774
5.40000000000001 0.0682479225016211 0.925757204965401
5.75999999999999 0.0726493115544715 0.92135581591255
6.12 0.0773187312171631 0.916686396249859
6.47999999999999 0.0822532321841799 0.911751895282842
6.84 0.0874496977189738 0.906555429748048
7.19999999999999 0.092904845622559 0.901100281844463
7.56 0.0986152303066226 0.895389897160399
7.91999999999999 0.104577244969828 0.889427882497193
8.28 0.110787123875954 0.883218003591068
8.63999999999999 0.117240944732405 0.876764182734617
9.0 0.123934631167625 0.870070496299397
9.35999999999999 0.130863955305816 0.863141172161206
9.72 0.138024540437356 0.855980587029666
10.08 0.14541186378322 0.848593263683801
10.44 0.153021259351671 0.840983868115351
10.8 0.160847920885392 0.833157206581629
11.16 0.168886904897228 0.825118222569794
11.52 0.177133133792594 0.816871993674429
11.88 0.185581399076594 0.808423728390428
12.24 0.194226364643817 0.799778762823205
12.6 0.203062570148742 0.79094255731828
12.96 0.212084434454596 0.781920693012425
13.32 0.221286259158535 0.772718868308486
13.68 0.230662232190865 0.763342895276157
14.04 0.240206431486075 0.753798695980946
14.4 0.249912828723344 0.744092298743678
14.76 0.259775293134147 0.734229834332874
15.12 0.269787595374594 0.724217532092427
15.48 0.279943411460005 0.714061716007017
15.84 0.290236326759281 0.703768800707741
16.2 0.300659840046517 0.693345287420505
16.56 0.311207367607324 0.682797759859698
16.92 0.321872247397236 0.672132880069786
17.28 0.332647743249603 0.661357384217418
17.64 0.343527049130301 0.650478078336721
18.0 0.354503293436564 0.639501834030458
18.36 0.365569543337238 0.628435584129783
18.72 0.376718809151709 0.617286318315313
19.08 0.387944048764726 0.606061078702296
19.44 0.399238172074364 0.594766955392658
19.8 0.410594045470274 0.583411081996748
20.16 0.422004496339431 0.572000631127591
20.52 0.433462317596504 0.560542809870517
20.88 0.444960272236014 0.549044855231008
21.24 0.456491097903371 0.537514029563651
21.6 0.468047511481944 0.525957615985078
21.96 0.479622213693223 0.514382913773799
22.32 0.49120789370721 0.502797233759812
22.68 0.502797233760087 0.491207893706935
23.04 0.514382913776278 0.479622213690744
23.4 0.525957615991964 0.468047511475058
23.76 0.537514029577137 0.456491097889885
24.12 0.549044855253284 0.444960272213738
24.48 0.560542809903759 0.433462317563263
24.84 0.572000631173961 0.422004496293061
25.2 0.583411082058391 0.410594045408631
25.56 0.594766955471702 0.399238171995319
25.92 0.606061078800845 0.387944048666177
26.28 0.617286318435448 0.376718809031574
26.64 0.628435584273555 0.365569543193467
27.0 0.63950183419989 0.354503293267132
27.36 0.650478078533801 0.34352704893322
27.72 0.661357384444104 0.332647743022918
28.08 0.672132880327991 0.32187224713903
28.44 0.6827977601513 0.311207367315721
28.8 0.693345287747337 0.300659839719685
29.16 0.703768801071593 0.290236326395429
29.52 0.714061716409627 0.279943411057395
29.88 0.724217532535488 0.269787594931533
30.24 0.734229834818024 0.259775292648998
30.6 0.744092299272501 0.249912828194521
30.96 0.753798696554969 0.240206430912053
31.32 0.763342895896848 0.230662231570173
31.68 0.772718868977254 0.221286258489768
32.04 0.781920693730614 0.212084433736408
32.4 0.790942558087171 0.203062569379851
32.76 0.799778763644008 0.194226363823014
33.12 0.808423729264291 0.185581398202731
33.48 0.816871994602423 0.177133132864599
33.84 0.825118223552923 0.168886903914099
34.2 0.83315720762082 0.160847919846202
34.56 0.840983869211457 0.153021258255565
34.92 0.848593264837598 0.145411862629423
35.28 0.855980588241852 0.13802453922517
35.64 0.863141173432398 0.130863954034624
36.0 0.870070497630134 0.123934629836888
36.36 0.876764184125353 0.117240943341669
36.72 0.883218005042176 0.110787122424845
37.08 0.889427884008961 0.104577243458061
37.44 0.89538989873303 0.0986152287339921
37.8 0.901100283478072 0.0929048439889493
38.16 0.906555431442668 0.0874496960243539
38.52 0.911751897038414 0.0822532304286077
38.88 0.916686398066239 0.0773187294007831
39.24 0.921355817789503 0.0726493096775183
39.6 0.925757206902605 0.0682479205644164
39.96 0.929887785393817 0.0641173420732044
40.32 0.933744944301206 0.0602601831658151
40.68 0.937326247360509 0.0566788801065129
41.04 0.940629432543926 0.0533756949230955
41.4 0.943652413488872 0.0503527139781501
41.76 0.94639328081576 0.0476118466512612
42.12 0.948850303334017 0.045154824133005
42.48 0.951021929135528 0.0429831983314939
42.84 0.952906786574865 0.0410983408921563
43.2 0.954503685135644 0.0395014423313774
43.56 0.955811616182479 0.0381935112845424
43.92 0.95682975359806 0.0371753738689616
44.28 0.957557454304946 0.0364476731620762
44.64 0.957994258671744 0.0360108687952777
45.0 0.958139890803428 0.0358652366635938
45.36 0.957994258715594 0.036010868751428
45.72 0.957557454392562 0.0364476730744601
46.08 0.956829753729277 0.037175373737745
46.44 0.955811616357047 0.0381935111099744
46.8 0.954503685353232 0.0395014421137894
47.16 0.952906786835059 0.0410983406319621
47.52 0.951021929437833 0.0429831980291889
47.88 0.948850303677855 0.0451548237891663
48.24 0.946393281200476 0.0476118462665458
48.6 0.943652413913726 0.0503527135532959
48.96 0.940629433008103 0.0533756944589187
49.32 0.937326247863113 0.0566788796039086
49.68 0.933744944841266 0.0602601826257556
50.04 0.929887785970283 0.0641173414967384
50.4 0.925757207514354 0.0682479199526677
50.76 0.921355818435337 0.0726493090316849
51.12 0.916686398744885 0.0773187287221363
51.48 0.911751897748533 0.0822532297184888
51.84 0.906555432182846 0.0874496952841757
52.2 0.90110028424683 0.0929048432201919
52.56 0.895389899528818 0.0986152279382039
52.92 0.889427884830168 0.104577242636854
53.28 0.883218005887125 0.110787121579897
53.64 0.876764184992305 0.117240942474716
